sample_idx,accuracy_correct,match_type,confidence,predicted_answer,ground_truth_answer,match_f1,precision,recall,num_predicted_steps,num_reference_steps,num_matched_predictions,num_matched_references,avg_similarity,max_similarity,threshold_used
0,True,exact,0.7,B. The object on the left is the smallest object.,C,0.6153846153846153,1.0,0.4444444444444444,4,9,4,4,1.0,1.0000001192092896,0.35
1,True,yes_no,1.0,"Yes, the closest red car is closer than the closest semi truck.",Yes,0.5,1.0,0.3333333333333333,3,9,3,3,1.0000001192092896,1.0000003576278687,0.35
2,False,exact,1.0,Yes,B,0.5454545454545454,1.0,0.375,3,8,3,3,1.0000001192092896,1.000000238418579,0.35
3,False,exact,1.0,Red,Green,1.0,1.0,1.0,6,6,6,6,1.0,1.000000238418579,0.35
4,True,exact,0.7,C. The knobs are currently in the upward facing position.,C,0.5454545454545454,1.0,0.375,3,8,3,3,1.0000001192092896,1.000000238418579,0.35
5,True,exact,1.0,Bus,Bus,0.6,1.0,0.42857142857142855,3,7,3,3,1.000000238418579,1.000000238418579,0.35
6,False,exact,0.3,B. On the right,A,0.6666666666666666,1.0,0.5,3,6,3,3,1.000000238418579,1.000000238418579,0.35
7,True,numeric_exact,1.0,2,2,0.6666666666666666,1.0,0.5,4,8,4,4,1.0,1.0000001192092896,0.35
8,False,exact,0.3,C. Sloping up,A,0.888888888888889,1.0,0.8,4,5,4,4,1.000000238418579,1.000000238418579,0.35
9,False,exact,0.3,A. The dog is facing forwards.,B,0.888888888888889,1.0,0.8,4,5,4,4,1.0,1.000000238418579,0.35
10,True,numeric_exact,1.0,3,3,0.6666666666666666,1.0,0.5,3,6,3,3,1.0,1.000000238418579,0.35
11,True,exact,0.7,A. they are all equally distant away,A,0.6666666666666666,1.0,0.5,3,6,3,3,1.0,1.000000238418579,0.35
12,True,exact,0.7,C. The cat is next to the black and white shoes.,A,0.8,1.0,0.6666666666666666,4,6,4,4,1.0000001192092896,1.000000238418579,0.35
13,False,exact,0.3,B. 1,C,0.6,1.0,0.42857142857142855,3,7,3,3,1.0,1.0000001192092896,0.35
14,True,yes_no,1.0,"Yes, the traffic light is green for us.",Yes,0.6666666666666666,1.0,0.5,3,6,3,3,1.0,1.0000001192092896,0.35
15,False,exact,0.3,"C. The pillows are on the couch's left corner, in the right hand side of the photo.",B,0.6666666666666666,1.0,0.5,3,6,3,3,1.000000238418579,1.0000003576278687,0.35
16,False,exact,1.0,Yes,A,0.888888888888889,1.0,0.8,4,5,4,4,1.000000238418579,1.000000238418579,0.35
17,True,numeric_exact,1.0,0,0,0.8,1.0,0.6666666666666666,4,6,4,4,1.0000001192092896,1.000000238418579,0.35
18,False,exact,1.0,Yes,B,0.888888888888889,1.0,0.8,4,5,4,4,1.000000238418579,1.000000238418579,0.35
19,True,exact,0.7,C. The chair is underneath the table to the right.,C,0.6666666666666666,1.0,0.5,3,6,3,3,1.000000238418579,1.000000238418579,0.35
20,True,exact,0.7,A. 30,A,0.888888888888889,1.0,0.8,4,5,4,4,1.0000001192092896,1.000000238418579,0.35
21,True,yes_no,1.0,"Yes, there is a dedicated bicycle lane.",Yes,0.6666666666666666,1.0,0.5,3,6,3,3,1.0,1.000000238418579,0.35
