sample_idx,accuracy_correct,match_type,confidence,predicted_answer,ground_truth_answer,match_f1,precision,recall,num_predicted_steps,num_reference_steps,num_matched_predictions,num_matched_references,avg_similarity,max_similarity,threshold_used
0,False,choice,1.0,B,C,0.5,1.0,0.3333333333333333,3,9,3,3,1.0,1.000000238418579,0.35
1,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.35
2,False,exact,1.0,Yes,B,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
3,True,exact,1.0,Green,Green,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
4,True,choice,1.0,C,C,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
5,False,placeholder,0.0,insufficient information,Bus,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.35
6,True,choice,1.0,A,A,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.000000238418579,0.35
7,False,exact,1.0,One,2,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
8,False,choice,1.0,B,A,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.000000238418579,0.35
9,False,choice,1.0,C,B,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0000001192092896,0.35
10,False,exact,1.0,One,3,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
11,True,choice,1.0,A,A,0.5,1.0,0.3333333333333333,2,6,2,2,1.0000001192092896,1.000000238418579,0.35
12,False,choice,1.0,B,A,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
13,False,exact,1.0,1,C,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
14,True,yes_no,1.0,Yes,Yes,0.6666666666666666,1.0,0.5,3,6,3,3,1.0,1.000000238418579,0.35
15,False,choice,1.0,C,B,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
16,False,exact,1.0,Yes,A,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0000001192092896,0.35
17,False,exact,1.0,Several,0,0.5,1.0,0.3333333333333333,2,6,2,2,1.0000001192092896,1.000000238418579,0.35
18,False,exact,1.0,No,B,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0000001192092896,0.35
19,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.35
20,True,choice,1.0,A,A,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0,0.35
21,False,yes_no,1.0,No,Yes,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
22,True,numeric_exact,1.0,0,0,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
23,False,exact,1.0,Left,C,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
24,False,choice,1.0,B,A,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
25,False,yes_no,1.0,Yes,No,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
26,True,choice,1.0,A,A,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
27,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.35
28,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.35
29,True,choice,1.0,B,B,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0,1.0,0.35
30,False,yes_no,1.0,No,Yes,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
31,False,exact,1.0,Left,B,0.6666666666666666,1.0,0.5,2,4,2,2,1.0,1.0000001192092896,0.35
32,False,choice,1.0,B,A,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.000000238418579,0.35
33,True,choice,1.0,C,C,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0000001192092896,0.35
34,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.35
35,True,choice,1.0,C,C,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.000000238418579,0.35
36,False,exact,1.0,Two,3,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.0000001192092896,0.35
37,False,choice,1.0,B,C,0.6,1.0,0.42857142857142855,3,7,3,3,1.000000238418579,1.000000238418579,0.35
38,True,numeric_exact,1.0,0,0,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0000001192092896,0.35
39,False,exact,1.0,Two,2,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
40,True,yes_no,1.0,No,No,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
41,True,choice,1.0,B,B,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0000001192092896,1.000000238418579,0.35
42,False,choice,1.0,A,B,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
43,False,choice,1.0,B,C,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
44,False,exact,1.0,One,3,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.0000001192092896,0.35
45,True,yes_no,1.0,No,No,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
46,False,exact,1.0,1,C,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
47,False,exact,1.0,Right,B,0.5,1.0,0.3333333333333333,2,6,2,2,1.0000001192092896,1.000000238418579,0.35
48,True,numeric_exact,1.0,0,0,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
49,True,choice,1.0,A,A,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
50,False,exact,1.0,Left,B,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0,0.35
51,True,exact,1.0,Right,Right,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.0000001192092896,0.35
52,False,exact,1.0,One,3,0.5714285714285715,1.0,0.4,2,5,2,2,1.0,1.000000238418579,0.35
53,True,yes_no,1.0,Yes,Yes,0.5,1.0,0.3333333333333333,2,6,2,2,1.0000001192092896,1.0000003576278687,0.35
54,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.35
55,False,yes_no,1.0,Yes,No,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
56,True,yes_no,1.0,No,No,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
57,True,exact,1.0,Green,Green,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
58,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.35
59,False,yes_no,1.0,No,Yes,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
60,True,yes_no,1.0,Yes,Yes,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
61,True,choice,1.0,C,C,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
62,True,yes_no,1.0,Yes,Yes,0.5454545454545454,1.0,0.375,3,8,3,3,1.0,1.0000001192092896,0.35
63,True,choice,1.0,C,C,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
64,True,choice,1.0,C,C,0.5,0.3333333333333333,1.0,3,1,1,1,0.9999999403953552,1.0,0.35
65,False,exact,1.0,Red,Yellow,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
66,False,choice,1.0,C,B,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
67,True,choice,1.0,B,B,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
68,True,choice,1.0,A,A,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
69,True,choice,1.0,A,A,0.5454545454545454,1.0,0.375,3,8,3,3,1.0,1.000000238418579,0.35
70,False,exact,1.0,Yes,A,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
71,True,yes_no,1.0,No,No,0.5454545454545454,1.0,0.375,3,8,3,3,1.0,1.0000001192092896,0.35
72,True,choice,1.0,A,A,0.4,1.0,0.25,2,8,2,2,1.000000238418579,1.000000238418579,0.35
73,True,choice,1.0,B,B,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
74,False,choice,1.0,C,B,0.5,1.0,0.3333333333333333,2,6,2,2,1.0,1.000000238418579,0.35
75,False,exact,1.0,Left,A,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
76,False,exact,1.0,Three,5,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0,1.0000001192092896,0.35
77,True,choice,1.0,B,B,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0,1.0000001192092896,0.35
78,False,exact,1.0,Two,2,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
79,True,numeric_exact,1.0,0,0,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.000000238418579,1.000000238418579,0.35
80,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.35
81,True,choice,1.0,C,C,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0000001192092896,1.000000238418579,0.35
82,False,exact,1.0,White,B,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
83,True,choice,1.0,B,B,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
84,False,exact,1.0,Cloudy,C,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0,1.000000238418579,0.35
85,True,numeric_exact,1.0,1,1,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0,1.000000238418579,0.35
86,False,exact,1.0,Two,2,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
87,False,exact,1.0,One,1,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
88,True,yes_no,1.0,Yes,Yes,0.4,1.0,0.25,2,8,2,2,1.0000001192092896,1.000000238418579,0.35
89,True,yes_no,1.0,Yes,Yes,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
90,True,choice,1.0,B,B,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
91,True,choice,1.0,A,A,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
92,False,choice,1.0,C,A,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
93,True,choice,1.0,C,C,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
94,False,choice,1.0,B,A,0.4,1.0,0.25,2,8,2,2,1.0,1.0000001192092896,0.35
95,False,exact,1.0,Multiple,2,0.4444444444444445,1.0,0.2857142857142857,2,7,2,2,1.0,1.000000238418579,0.35
96,True,choice,1.0,B,B,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
97,False,exact,1.0,Yes,A,0.4,1.0,0.25,2,8,2,2,1.0000001192092896,1.000000238418579,0.35
98,True,yes_no,1.0,No,No,0.5454545454545454,1.0,0.375,3,8,3,3,1.0000001192092896,1.000000238418579,0.35
99,True,exact,1.0,Green,Green,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
100,False,placeholder,0.0,insufficient information,Red,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.35
101,False,yes_no,1.0,Yes,No,0.5454545454545454,1.0,0.375,3,8,3,3,1.0000001192092896,1.000000238418579,0.35
102,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.35
103,False,exact,1.0,Green,Red,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
104,False,yes_no,1.0,Yes,No,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
105,True,choice,1.0,C,C,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
106,False,choice,1.0,B,C,0.4,1.0,0.25,2,8,2,2,1.0,1.000000238418579,0.35
107,True,choice,1.0,A,A,0.3636363636363636,1.0,0.2222222222222222,2,9,2,2,1.0,1.0000003576278687,0.35
