sample_idx,accuracy_correct,match_type,confidence,predicted_answer,ground_truth_answer,match_f1,precision,recall,num_predicted_steps,num_reference_steps,num_matched_predictions,num_matched_references,avg_similarity,max_similarity,threshold_used
0,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
1,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
2,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
3,False,placeholder,0.0,insufficient information,Green,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
4,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
5,False,placeholder,0.0,insufficient information,Bus,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
6,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
7,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
8,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
9,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
10,False,placeholder,0.0,insufficient information,3,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
11,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
12,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
13,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
14,True,yes_no,1.0,Yes,Yes,0.5,1.0,0.3333333333333333,2,6,2,2,0.48518136143684387,0.7821313738822937,0.35
15,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
16,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
17,False,placeholder,0.0,insufficient information,0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
18,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
19,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
20,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
21,False,yes_no,1.0,No,Yes,0.6666666666666666,1.0,0.5,3,6,3,3,0.44446223974227905,0.799382746219635,0.35
22,False,placeholder,0.0,insufficient information,0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
23,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
24,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
25,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
26,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
27,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
28,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
29,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
30,True,yes_no,1.0,Yes,Yes,0.6666666666666666,1.0,0.5,3,6,3,3,0.41370248794555664,0.7328583598136902,0.35
31,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0
32,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
33,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
34,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
35,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
36,False,placeholder,0.0,insufficient information,3,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
37,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
38,False,placeholder,0.0,insufficient information,0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
39,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
40,True,yes_no,1.0,No,No,0.5,1.0,0.3333333333333333,2,6,2,2,0.504152238368988,0.8597443699836731,0.35
41,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
42,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
43,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
44,False,placeholder,0.0,insufficient information,3,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
45,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
46,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
47,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
48,False,placeholder,0.0,insufficient information,0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
49,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
50,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
51,False,placeholder,0.0,insufficient information,Right,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
52,False,placeholder,0.0,insufficient information,3,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0
53,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
54,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
55,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
56,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
57,False,placeholder,0.0,insufficient information,Green,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
58,False,placeholder,0.0,insufficient information,No,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
59,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
60,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
61,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
62,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
63,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
64,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0
65,False,placeholder,0.0,insufficient information,Yellow,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
66,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
67,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
68,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
69,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
70,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
71,False,yes_no,1.0,Yes,No,0.5454545454545454,1.0,0.375,3,8,3,3,0.34437835216522217,0.6272091269493103,0.35
72,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
73,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
74,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0
75,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
76,False,placeholder,0.0,insufficient information,5,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
77,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
78,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
79,False,placeholder,0.0,insufficient information,0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
80,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
81,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
82,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
83,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
84,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
85,False,placeholder,0.0,insufficient information,1,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0
86,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
87,False,placeholder,0.0,insufficient information,1,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
88,False,yes_no,1.0,No,Yes,0.36363636363636365,0.6666666666666666,0.25,3,8,2,2,0.32128551602363586,0.6280531883239746,0.35
89,False,placeholder,0.0,insufficient information,Yes,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
90,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
91,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
92,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
93,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
94,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
95,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0
96,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
97,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
98,True,yes_no,1.0,No,No,0.5,0.75,0.375,4,8,3,3,0.282020628452301,0.6910510659217834,0.35
99,False,placeholder,0.0,insufficient information,Green,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
100,False,placeholder,0.0,insufficient information,Red,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0
101,False,yes_no,1.0,Yes,No,0.5454545454545454,1.0,0.375,3,8,3,3,0.3323008716106415,0.655616819858551,0.35
